Doctor_ID,Name,Degree,Rating,Patients,City,Consult Fee,Experience,Speciality
AAA178,Dr. Yogesh Pithwa,"FNB - Spine Surgery, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics, Diploma in Orthopaedics, MBBS",4.7,467,Bangalore,650,21,"Spine Surgeon (Ortho), Orthopedic surgeon, Spine And Pain Specialist"
AAA179,Dr. Hrishikesh Bhowmick,"MDS, BDS",5,11,Bangalore,500,13,"Implantologist, Dentist"
AAA180,Dr. D N Naveen,"BDS, MDS - Conservative Dentistry & Endodontics",4.85,71,Bangalore,500,29,"Endodontist, Restorative Dentist, Dental Surgeon, Dentist"
AAA181,Dr. Sarika Manoli,"MBBS, M.D. (Psychiatry)",3.6,368,Bangalore,1200,21,Psychiatrist
AAA182,Dr. Shanthala Thuppanna,"MBBS, MS - Obstetrics & Gynaecology",4.05,84,Bangalore,750,23,"Laparoscopic Surgeon (Obs & Gyn), Gynecologist, Infertility Specialist, Obstetrician"
AAA183,Dr. Srikanth K V,"MBBS, MD - General Medicine, DM - Cardiology",4.8,91,Bangalore,1000,25,"Cardiologist, Interventional Cardiologist"
AAA184,Dr. Manjula S Patil,"MBBS, DNB - Obstetrics & Gynecology",4.95,479,Bangalore,700,22,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
AAA185,Dr. Ravi Shankar Swamy,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), Fellow of the Royal College of Pediatrics and Child Health (UK)",4.7,33,Bangalore,700,22,"Neonatologist, Pediatrician"
AAA186,Dr. Sheetal Shetty,BDS,4.9,45,Bangalore,500,27,"Dental Surgeon, Dentist"
AAA187,Dr. Vikram  K,MBBS,5,26,Bangalore,650,19,"General Physician, Special Interest in Diabetology"
AAA188,Dr. Srividhya,"MBBS, MS - Obstetrics & Gynaecology",4.9,47,Bangalore,800,14,"Obstetrician, Gynecologist, Infertility Specialist"
AAA189,Dr. Pavan Murdeshwar,"MCh - Plastic Surgery, MBBS, MS - General Surgery",4.8,27,Bangalore,600,14,Plastic Surgeon
AAA190,Dr. Sridevi Shetty,"MDS - Periodontics, BDS",4.9,62,Bangalore,300,16,"Periodontist, Dental Surgeon, Implantologist"
AAA191,Dr. Rashmi Swaroop,"MBBS, DGO, Fellowship in Reproductive Medicine",4.85,155,Bangalore,500,23,"Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn), Gynecologist"
AAA192,Dr. Tarun Javali,"MBBS, MS - General Surgery, MCh - Urology",4.8,45,Bangalore,850,12,"Urologist, Andrologist, Laparoscopic Surgeon, General Surgeon, Urological Surgeon"
AAA193,Dr. Rohan Augustine,"MBBS, MD - General Medicine, DNB - Nephrology",5,31,Bangalore,1100,21,Nephrologist/Renal Specialist
AAA194,Dr. Rakesh Reddy,"MBBS, Master of Public Health (MPH), DDVL",4.65,105,Bangalore,500,24,Dermatologist
AAA195,Ms. Phebe Vinodhini,MSc. - Food Service Management & Dietetics,5,51,Bangalore,700,11,TherapistDietitian/Nutritionist
AAA196,Dr. Sharmila Shankar,"BAMS, Diploma in Clinical Nutrition",5,107,Bangalore,1000,23,"AYUSHAyurveda, Dietitian/Nutritionist"
AAA197,Dr. Rashmi Choudhary,"MBBS, DNB - Obstetrics & Gynecology, MNAMS - Obstetrics & Gynaecology",4.8,491,Bangalore,850,33,"Gynecologist, Obstetrician"
AAA198,Dr. Vikram V Kamath,BDS,4.8,27,Bangalore,500,14,"Dental Surgeon, Dentist, Orthodontist"
AAA199,Dr. Deepika,BAMS,4.9,731,Bangalore,400,14,AYUSHAyurveda
AAA200,Dr. Rajesh Parekh,"MBBS, MS - Ophthalmology",5,13,Bangalore,1000,27,Ophthalmologist/ Eye Surgeon
AAA201,Dr. Preethi,BDS,4.95,140,Bangalore,500,20,Dentist
AAA202,Dr. Philomena Vaz,"MBBS, MD - Obstetrics & Gynaecology, DGO",3.95,29,Bangalore,900,48,"Obstetrician, Gynecologist"
AAA203,Dr. M S Vishwas,"BDS, MDS - Conservative Dentistry & Endodontics",5,37,Bangalore,300,24,"Endodontist, Cosmetic/Aesthetic Dentist"
AAA204,Ms. Leeshma K,"MSc - Clinical Psychology, M.Phil - Clinical Psychology",5,17,Bangalore,1500,12,TherapistClinical Psychologist
AAA205,Dr. Vishal Katoch,"MD (Hom.) - Repertory, BHMS",5,12,Bangalore,900,19,AYUSHHomoeopath
AAA206,Dr. Monika Pansari,"MBBS, DNB - Surgical Oncology",5,11,Bangalore,900,17,Surgical Oncologist
AAA207,Dr. Manas Ranjan Tripathy,"MBBS, MS - General Surgery",4.9,166,Bangalore,750,18,"Laparoscopic Surgeon, Bariatric Surgeon, General Surgeon, Proctologist"
AAA208,Dr. Uday Kamath,"MDS - Conservative Dentistry & Endodontics, BDS",5,214,Bangalore,500,35,"Endodontist, Dentist, Cosmetic/Aesthetic Dentist"
AAA209,Dr. Mohit Singhal,"MBBS, MD - Pediatrics, DNB - Neonatology",4.8,617,Bangalore,600,22,"Pediatrician, Neonatologist"
AAA210,Dr. Payal Khandelwal,"BAMS, MD - Ayurveda Medicine",4.9,239,Bangalore,600,15,"AYUSHAyurveda, Ayurvedic General Medicine"
AAA211,Dr. Jomin Jose,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",5,14,Bangalore,400,13,Orthodontist
AAA212,Dr. Sudhanva Mallandur,"BDS, MDS - Conservative Dentistry & Endodontics",4.95,173,Bangalore,300,19,"Dentist, Endodontist, Cosmetic/Aesthetic Dentist, Conservative Dentist"
AAA213,Dr. Ramesh B.R.,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD)",4.8,108,Bangalore,800,31,Pulmonologist
AAA214,Dr. Aravind G. M.,"MBBS, DNB - General Medicine",4.7,171,Bangalore,650,22,"Internal Medicine, General Physician"
AAA215,Dr. Ananya,"MBBS, FRCS - Trauma & Orthopedic Surgery",4.95,112,Bangalore,500,20,"Orthopedic surgeon, Joint Replacement Surgeon, Spine Surgeon (Ortho)"
AAA216,Dr. Manjula Raghuveer,"MBBS, DNB - Obstetrics & Gynecology",4.75,185,Bangalore,850,22,"Obstetrician, Gynecologist"
AAA217,Dr. Manjula Kumar,"BHMS, MS - Counselling & Psychotherapy",4.75,135,Bangalore,850,23,"AYUSHHomoeopath, Counselling Psychologist"
AAA218,Dr. Pamela Bhattacharjee,BDS,4.9,589,Bangalore,350,24,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAA219,Dr. Krishen Ranganath,"MBBS, MRCPsych, Diploma in Clinical Psychiatry",4.95,127,Bangalore,1800,23,Psychiatrist
AAA220,Dr. Bhargavi V,"MBBS, DGO, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",4.85,220,Bangalore,400,22,"Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
AAA221,Dr. Venugopal B,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",4.75,55,Bangalore,700,19,Orthopedic surgeon
AAA222,Dr. Bhargavi Reddy,"MD - Obstetrics & Gynaecology, MBBS",4.2,264,Bangalore,200,30,Gynecologist
AAA223,Dr. Gokulnath,"MBBS, DM - Nephrology, DNB - Nephrology, MD - General Medicine",4.5,50,Bangalore,1000,46,Nephrologist/Renal Specialist
AAA224,Dr. Vyjayanti Bonanthaya,"MBBS, M.D. (Psychiatry)",3.95,33,Bangalore,1100,35,Psychiatrist
AAA225,Dr. Pavan K,BDS,4.9,81,Bangalore,300,28,Dentist
AAA226,Dr. Shivaprasad KS,"MD - Medicine, MBBS, DM - Endocrinology",4.9,90,Bangalore,800,15,"Endocrinologist, Diabetologist"
AAA227,Dr. Rita Mhaskar,"MBBS, MD - Obstetrics & Gynaecology",4.55,260,Bangalore,1000,43,"Obstetrician, Gynecologist"
AAA228,Dr. Samar Mehtab,"BDS, Fellowship in Oral implantlogy",5,175,Bangalore,350,11,"Dental Surgeon, Cosmetic/Aesthetic Dentist, Implantologist"
AAA229,Dr. Navya B Kalaikar,BDS,4.75,111,Bangalore,500,18,"Dentist, Dental Surgeon"
AAA230,Dr. Rajeev Bashetty,"MBBS, MS - General Surgery, MCh - Urology",4.75,811,Bangalore,1000,21,"Urologist, Urological Surgeon"
AAA231,Dr. Pooja Sahni,"MBBS, DNB - Obstetrics & Gynecology",5,67,Bangalore,850,13,"Obstetrician, Gynecologist, Laparoscopic Surgeon (Obs & Gyn)"
AAA232,Dr. Saurabh Gupta,"BDS, MDS - Oral & Maxillofacial Surgery",5,32,Bangalore,500,14,"Oral And MaxilloFacial Surgeon, Implantologist, Dentist, Cosmetic/Aesthetic Dentist"
AAA233,Dr. Padmakumar B Patil,"MBBS, MD - Pediatrics, Fellowship in Perinatal Medicine",5,73,Bangalore,850,15,Pediatrician
AAA234,Dr. Radha S Rao,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)",4.9,800,Bangalore,700,24,"Gynecologist, Obstetrician"
AAA235,Dr. T. Manohar,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",2.4,21,Bangalore,1000,33,"General Surgeon, Urologist"
AAA236,Dr. Kalyani C Reddy,"MBBS, MS - Obstetrics & Gynaecology, DGO",4.95,2297,Bangalore,600,23,"Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
AAA237,Dr. Jaya Agnihotri,"MDS - Periodontics, BDS",4.9,258,Bangalore,350,23,"Periodontist, Implantologist, Dentist"
AAA238,Dr. Shamaz Mohamed,"BDS, MDS - Community Dentistry",5,204,Bangalore,500,20,"Preventive Dentistry, Dental Surgeon, Public Health Dentist"
AAA239,Dr. Raghunandana D Karantha,BDS,4.95,240,Bangalore,500,34,"Dentist, Dental Surgeon"
AAA240,Dr. Govardhan Reddy K,"MBBS, DNB - Cardiothoracic Surgery",5,35,Bangalore,600,18,"Cardiothoracic Surgeon, Cardiac Surgeon, Cardiologist"
AAA241,Dr. Jnanashree B R,"MS - Obstetrics & Gynaecology, MBBS",5,74,Bangalore,850,20,"Obstetrician, Gynecologist"
AAA242,Dr. Sanghamitra Burman,"MBBS, MD - Ophthalmology, DNB - Ophthalmology",4.95,1477,Bangalore,750,24,Ophthalmologist/ Eye Surgeon
AAA243,Dr. Vishwanath,"BDS, MDS - Orthodontics",4.55,33,Bangalore,500,23,"Orthodontist, Dentofacial Orthopedist, Dentist"
AAA244,Dr. M. Gowri,"MBBS, DGO",4.55,1684,Bangalore,700,33,"Gynecologist, Obstetrician, Infertility Specialist"
AAA245,Dr. Khyathi J Rao,BDS,4.95,234,Bangalore,300,16,Dental Surgeon
AAA246,Dr. Sameera S Rao,"MBBS, DNB - Paediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",5,11,Bangalore,500,14,"Pediatrician, Neonatologist"
AAA247,Dr. Sapna Paniker,BDS,5,13,Bangalore,400,28,Dentist
AAA248,Dr. (Mrs.) Vishnu Vandana,"MBBS, MS - Obstetrics & Gynaecology",4.8,57,Bangalore,500,18,"Gynecologist, Obstetrician, Infertility Specialist"
AAA249,Dr. Sharath Kote G S,"MBBS, MD - General Medicine, DNB - Gastroenterology",4.85,94,Bangalore,600,16,Gastroenterologist
AAA250,Dr. Shruthi M K,"MBBS, DDVL",4.9,98,Bangalore,600,14,"Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist"
AAA251,Dr. Sohandas Shetty B,"MBBS, DDVL",4.8,678,Bangalore,450,26,"Dermatologist, Cosmetologist"
AAA252,Dr. Hari Kishan Kumar,"MD - Dermatology , Venereology & Leprosy, MBBS",4.15,63,Bangalore,700,17,"Dermatologist, Cosmetologist"
AAA253,Dr. Rajendra Prasad,"MD - General Medicine, MBBS",2.95,91,Bangalore,700,36,"Internal Medicine, General Physician"
AAA254,Dr. Shaila S Bhattacharyya,"MD - Pediatrics, Diploma in Child Health (DCH), DM - Endocrinology",3.65,86,Bangalore,900,29,Pediatrician
AAA255,Dr. Reeta Biliangady,"MBBS, DNB - Obstetrics & Gynecology, DGO",4.55,92,Bangalore,850,42,"Obstetrician, Infertility Specialist"
AAA256,Dr. Karthik Nagesh,"MBBS, MD - Pediatrics, Neonatal Intensive Care Fellowship (UK)",4.5,29,Bangalore,900,37,"Pediatrician, Neonatologist"
AAA257,Dr. Roopak,"BDS, MDS - Conservative Dentistry & Endodontics",4.8,162,Bangalore,300,18,Endodontist
AAA258,Dr. Kavya K,"MBBS, MD - Dermatology , Venereology & Leprosy",4.9,251,Bangalore,400,11,Dermatologist
AAA259,Dr. Narasimhaiah  K,"MBBS, MS - General Surgery, MCh - Urology",2.35,17,Bangalore,700,19,Urologist
AAA260,Dr. Girish S V,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",4.85,666,Bangalore,600,30,Pediatrician
AAA261,Dr. Manjunath MK,"MBBS, MS - ENT",4.05,36,Bangalore,650,17,ENT/ Otorhinolaryngologist
AAA262,Dr. Anila Narayanan,"MBBS, MS - ENT",4.85,72,Bangalore,500,13,ENT/ Otorhinolaryngologist
AAA263,Dr. Prashanth Patil,"MBBS, MRCS (UK), PhD - Orthopaedics",4.3,22,Bangalore,800,27,Orthopedic surgeon
AAA264,Dr. Koushik N S,"MBBS, DNB - Pulmonary Medicine",4.5,61,Bangalore,800,22,Pulmonologist
AAA265,Dr. Divakar Kudur,"MD - General Medicine, MBBS, DNB - Cardiology",5,13,Bangalore,600,26,Cardiologist
AAA266,Dr. Ameet Kini,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4.95,386,Bangalore,500,22,"Dentist, Orthodontist, Dentofacial Orthopedist, Implantologist"
AAA267,Dr. Anjali Sen Asthana,BAMS,5,34,Bangalore,399,16,AYUSHAyurveda
AAA268,Dr. Pavan Chebbi,"MBBS, MS - Orthopaedics",4.9,357,Bangalore,700,20,"Joint Replacement Surgeon, Orthopedic surgeon"
AAA269,Dr. Kiran D N,"BDS, MDS - Oral & Maxillofacial Surgery",4.95,88,Bangalore,600,27,"Oral And MaxilloFacial Surgeon, Dental Surgeon, Dentist"
AAA270,Dr. Amod Nayak,"MBBS, MS - Ophthalmology",3.2,11,Bangalore,700,14,Ophthalmologist/ Eye Surgeon
AAA271,Dr. Geetha S,BDS,4.85,355,Bangalore,300,14,Dentist
AAA272,Dr. Praveen Ganigi,"MCh - Neuro Surgery, MBBS",4.6,13,Bangalore,1100,27,Neurosurgeon
AAA273,Dr. Shruti Ganatra   (Physiotherapist),BPTh/BPT,5,186,Bangalore,400,16,TherapistPhysiotherapist
AAA274,Dr. Padmanabha Shettigara,BNYS,5,11,Bangalore,500,25,"AYUSHAcupuncturist, Yoga and Naturopathy"
AAA275,Dr. Umesh Srikantha,"MBBS, MCh - Neuro Surgery",4.3,42,Bangalore,1000,22,"Neurosurgeon, Spine Surgeon (Neuro)"
AAA276,Dr. Sunil S Bohra,"MBBS, DNB - General Medicine, Fellowship in Non-Invasive Cardiology (FIC)",4.85,95,Bangalore,650,22,"Consultant Physician, Internal Medicine, General Physician"
AAA277,Dr. Vijayalakshmi R,"MBBS, Diploma in Otorhinolaryngology (DLO)",4.6,13,Bangalore,550,22,ENT/ Otorhinolaryngologist
AAA278,Dr. Shankar V,"MBBS, MD - General Medicine",3.85,13,Bangalore,700,38,General Physician
AAA279,Dr. Lekshmi Narendran,MBBS,4.85,32,Bangalore,550,13,General Physician
AAA280,Dr. Prashant Dinesh,MBBS,4.9,356,Bangalore,600,21,"General Physician, General Practitioner"
AAA281,Dr. Ramesh T S,"MBBS, DNB - General Surgery, MRCS (UK)",4.1,11,Bangalore,650,27,"Laparoscopic Surgeon, GastroIntestinal Surgeon, General Surgeon"
AAA282,Dr. Priya Manghani,"BDS, MDS - Paedodontics And Preventive Dentistry",4.7,49,Bangalore,400,15,Pediatric Dentist
AAA283,Dr. Swagatha Mukherjee,"MBBS, MS - Obstetrics & Gynaecology",3.55,17,Bangalore,650,15,"Gynecologist, Obstetrician"
AAA284,Dr. K P Srihari Das,"MBBS, MD - General Medicine, DM - Cardiology",4.85,64,Bangalore,750,29,"Interventional Cardiologist, Cardiologist"
AAA285,Dr. Dinesh Shetty,BDS,5,68,Bangalore,1000,19,"Dentist, Dental Surgeon"
AAA286,Dr. Rakshay Shetty,"MBBS, MD - Pediatrics",2.15,14,Bangalore,950,21,Pediatrician
AAA287,Dr. Saba Fathima,"MBBS, DGO",4.45,73,Bangalore,850,15,"Obstetrician, Gynecologist"
AAA288,Dr. Ashish Shetty,"BDS, MDS - Conservative Dentistry & Endodontics",4.8,461,Bangalore,700,24,"Endodontist, Dentist, Conservative Dentist, Restorative Dentist, Dental Surgeon"
AAA289,Dr. Naveena Rao,"MCh - Plastic Surgery, MBBS, MS - General Surgery",4.95,67,Bangalore,850,25,Plastic Surgeon
AAA290,Dr. Jyothi Patil,"MBBS, MS - Obstetrics & Gynaecology",4.85,195,Bangalore,600,18,"Obstetrician, Gynecologist, Infertility Specialist"
AAA291,Dr. Garima Jain,"MBBS, DNB - Obstetrics & Gynecology",4.75,148,Bangalore,800,26,"Gynecologist, Obstetrician"
AAA292,Dr. Somya Rout   (Physiotherapist),BPTh/BPT,4.85,38,Bangalore,1350,16,TherapistPhysiotherapist
AAA293,Dr. Sunil Kumar S,"MBBS, MD - (Dermatology & STD)",4.35,23,Bangalore,1000,19,Hair Transplant Surgeon
AAA294,Dr. Meghana Nyapathi,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",4.95,174,Bangalore,700,22,"Reproductive Endocrinologist (Infertility), Infertility Specialist"
AAA295,Dr. Sheetal Chaurasia,"MD - Pulmonary Medicine, Diploma in Tuberculosis and Chest Diseases (DTCD), DNB - Respiratory Diseases",3,40,Bangalore,700,14,Pulmonologist
AAA296,Dr. Nancy Austine,"MBBS, MD - Pediatrics",4.8,169,Bangalore,1000,34,"Pediatrician, Allergist/Immunologist"
AAA297,Dr. A Nagaraj Rao,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",4.75,56,Bangalore,850,25,Urologist
AAA298,Dr. Anita .S.K,"BHMS, MD - Homeopathy",4.55,33,Bangalore,350,21,AYUSHHomoeopath
AAA299,Dr. Deepak Nath,"BDS, MDS - Conservative Dentistry & Endodontics",4.7,386,Bangalore,300,32,Endodontist
AAA300,Dr. Vishnu M Moodalgiri,"MBBS, MD - Dermatology , Venereology & Leprosy",4.9,65,Bangalore,750,11,Dermatologist
AAA301,Dr. Smitha Nagaraj,BDS,5,296,Bangalore,500,23,Dentist
AAA302,Dr. Mutyalatha Koppula,"MBBS, MS - Obstetrics & Gynaecology",4.95,97,Bangalore,400,19,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist"
AAA303,Dr. V Arun,"MBBS, MD - Anaesthesiology",4.8,55,Bangalore,1000,26,Pain Management Specialist
AAA304,Dr. Vikram Belliappa,"MBBS, MS - General Surgery, DNB - General Surgery",5,26,Bangalore,800,22,"General Surgeon, Laparoscopic Surgeon"
AAA305,Dr. Madhuri K A P,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4.85,78,Bangalore,350,12,"Orthodontist, Dentofacial Orthopedist"
AAA306,Dr. K Sumathi,MBBS,4.8,78,Bangalore,850,36,"General Physician, Special Interest in Diabetology"
AAA307,Dr. Akram Syed,MD - Pediatrics,3.25,23,Bangalore,700,25,Pediatrician
AAA308,Dr. Bhargavaraman R P,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",5,26,Bangalore,1600,23,Psychiatrist
AAA309,Dr. Naveen Kumar,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery",4.95,68,Bangalore,700,19,"Hair Transplant Surgeon, Plastic Reconstruction Surgeon, Plastic Surgeon, Cosmetologist"
AAA310,Dr. Purnima K,"MBBS, DNB - General Medicine",5,181,Bangalore,700,17,"Internal Medicine, Consultant Physician, Special Interest in Diabetology"
AAA311,Dr. Pooja A Kundargi,"MBBS, DGO",5,211,Bangalore,500,16,"Gynecologist, Obstetrician"
AAA312,Dr. Vishwas S N,"MBBS, MD - Pediatrics",4.7,68,Bangalore,750,16,Pediatrician
AAA313,Dr. Kanti sahu,"MBBS, MS - Obstetrics & Gynaecology",4.25,41,Bangalore,700,28,"Gynecologist, Obstetrician"
AAA314,Dr. Sujatha K.C,MBBS,5,26,Bangalore,500,24,"General Physician, Special Interest in Diabetology"
AAA315,Dr. Varsha.R,"MBBS, MD - Dermatology , Venereology & Leprosy",4.75,364,Bangalore,2000,12,"Dermatologist, Cosmetologist"
AAA316,Dr. Swetha.M.P.,"MBBS, DGO",4.8,236,Bangalore,700,15,"Obstetrician, Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
AAA317,Dr. Samatha M Swamy,"MBBS, MD - Dermatology , Venereology & Leprosy",4.9,55,Bangalore,700,12,"Dermatologist, Aesthetic Dermatologist, Venereologist, Trichologist, Hair Transplant Surgeon, Cosmetologist, Dermatosurgeon"
AAA318,Dr. Karthik K N,"MBBS, M.D. (Psychiatry)",4.35,23,Bangalore,850,14,TherapistSexologist
AAA319,Dr. Lokesh B,"MBBS, MD - General Medicine, DM - Neurology",4.4,24,Bangalore,1000,26,Neurologist
AAA320,Dr. Padmapriya G V,"DNB - Obstetrics & Gynecology, MBBS, DGO",5,49,Bangalore,500,15,"Gynecologist, Obstetrician, Infertility Specialist"
AAA321,Dr. Sangi Reddy,"MS - General Surgery, FRCS - General Surgery, MBBS",4.75,19,Bangalore,1000,30,General Surgeon
AAA322,Dr. Deepa M,"MBBS, MS - Ophthalmology",4.65,41,Bangalore,500,16,Ophthalmologist/ Eye Surgeon
AAA323,Dr. Anu Joseph,"MBBS, DNB - Obstetrics & Gynecology",4.8,253,Bangalore,700,15,"Obstetrician, Gynecologist, Infertility Specialist"
AAA324,Dr. Amit Gururaj Yelsangikar,"MBBS, MD - General Medicine, DNB - Gastroenterology",2,20,Bangalore,600,13,Gastroenterologist
AAA325,Dr. Arwa Mohsin E (S Zaveri),"MBBS, MD - Obstetrics & Gynaecology",4.5,29,Bangalore,650,23,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
AAA326,Dr. Raghavendra,"BDS, MDS - Oral Pathology and Oral Microbiology",5,2028,Bangalore,400,13,"Dental Surgeon, Oral Pathologist"
AAA327,Dr. Akshara Potluri,BDS,4.8,192,Bangalore,300,11,"Dentist, Dental Surgeon"
AAA328,Dr. Jaidev N.C,"MBBS, MD - Dermatology , Venereology & Leprosy",4.5,21,Bangalore,1000,14,"Dermatologist, Aesthetic Dermatologist, Cosmetologist"
AAA329,Dr. Rachana Ghatol-Shetty,BAMS,4.9,124,Bangalore,500,23,AYUSHAyurveda
AAA330,Dr. Sunitha B.,"MBBS, DGO, DNB - Obstetrics & Gynecology",4.85,215,Bangalore,900,21,"Obstetrician, Gynecologist, Infertility Specialist"
AAA331,Dr. Janani Manoharan,"MBBS, MD - Obstetrics & Gynaecology",4.65,57,Bangalore,750,16,"Laparoscopic Surgeon (Obs & Gyn), Obstetrician, Gynecologist, Infertility Specialist"
AAA332,Dr. Harini P Shetty,"MBBS, DGO",4.85,1022,Bangalore,650,33,"Obstetrician, Gynecologist"
AAA333,Dr. Pooja Srinivas,BDS,4.9,187,Bangalore,300,12,Cosmetic/Aesthetic Dentist
AAA334,Dr. Ramya G Gowda,"MBBS, DGO, Fellowship in Reproductive Medicine",5,164,Bangalore,850,17,Infertility Specialist
AAA335,Dr. Madhukeshwar Naik,"BDS, MDS - Oral & Maxillofacial Surgery",4.9,157,Bangalore,200,25,Dentist
AAA336,Dr. Prakruthi A S,"MS - Ayurveda, BAMS",5,16,Bangalore,500,19,AYUSHAyurveda
AAA337,Dr. Sudhir M Naik,"MS - ENT, Fellowship in Cosmetic Surgery, MBBS",4.35,52,Bangalore,600,22,ENT/ Otorhinolaryngologist
AAA338,Dr. Vanita Vaishnav,"MS - Obstetrics & Gynaecology, MBBS",4.95,215,Bangalore,600,14,"Obstetrician, Gynecologist"
AAA339,Dr. Shree Lakshmi.N,BAMS,5,63,Bangalore,400,23,AYUSHAyurveda
AAA340,Dr. Shweta Jha   (PhD),"M.Phil - Clinical Psychology, PhD - Psychology",5,15,Bangalore,2400,10,TherapistClinical Psychologist
AAA341,Dr. Jyothsna Madan,"MBBS, MD - Obstetrics & Gynaecology",4.65,303,Bangalore,850,36,"Gynecologist, Obstetrician"
AAA342,Dr. Shaista Durrani,"MDS - Prosthodontist And Crown Bridge, BDS",5,15,Bangalore,300,13,"Prosthodontist, Dentist"
AAA343,Dr. Jagadish Chandra,"MD - General Medicine, MBBS",4.45,35,Bangalore,600,35,"Internal Medicine, General Physician"
AAA344,Dr. Shaktidar,"BDS, MDS - Conservative Dentistry & Endodontics",4.95,90,Bangalore,250,14,"Dentist, Endodontist"
AAA345,Dr. Vinay D,"FNB - Infectious Disease, DNB - General Medicine, DNB - Infectious Disease, MBBS",4.65,15,Bangalore,630,14,"Internal Medicine, General Physician"
AAA346,Dr. Joseph Jaganathan,BDS,4.9,117,Bangalore,300,24,"Dentist, Orthodontist"
AAA347,Dr. Chitra Sreenivasa Murthy,"MBBS, DGO, MRCOG(UK)",4.65,116,Bangalore,850,22,"Gynecologist, Obstetrician"
AAA348,Dr. Sudharshan K S,"MBBS, DNB - Pulmonary Medicine, Diploma in Tuberculosis and Chest Diseases (DTCD)",4.55,33,Bangalore,1000,13,"Tuberculous and chest Diseases Specialist, Pulmonologist"
AAA349,Dr. Rajendra Gujjalanavar,"MBBS, DNB - General Surgery, MCh - Plastic Surgery, DNB - Plastic Surgery",4.5,29,Bangalore,700,16,Plastic Surgeon
AAA350,Dr. Shalini Machado,"BDS, FICOI, MICOI (USA)",4.8,642,Bangalore,600,36,"Dentist, Implantologist, Dental Surgeon"
AAA351,Dr. Prasanna T Y,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",4.9,55,Bangalore,400,11,"Joint Replacement Surgeon, Spine And Pain Specialist"
AAA352,Dr. Latha.G,"BDS, MDS - Periodontics",4.6,12,Bangalore,300,16,"Dentist, Periodontist"
AAA353,Dr. Kim Upadhyay,"BDS, MDS - Oral Medicine and Radiology",4.8,141,Bangalore,400,16,"Dental Surgeon, Cosmetic/Aesthetic Dentist"
